time,MA_battery_discharge_edge,MA_battery_charge_edge,CT_battery_discharge_edge,CT_battery_charge_edge,ME_battery_discharge_edge,ME_battery_charge_edge,MA_natural_gas_combined_cycle_elec_edge,MA_natural_gas_combined_cycle_fuel_edge,MA_natural_gas_combined_cycle_co2_edge,CT_natural_gas_combined_cycle_elec_edge,CT_natural_gas_combined_cycle_fuel_edge,CT_natural_gas_combined_cycle_co2_edge,ME_natural_gas_combined_cycle_elec_edge,ME_natural_gas_combined_cycle_fuel_edge,ME_natural_gas_combined_cycle_co2_edge,MA_to_CT_transmission_edge,MA_to_ME_transmission_edge,MA_solar_pv_edge,CT_onshore_wind_edge,CT_solar_pv_edge,ME_onshore_wind_edge
6413,0.34279436316411654,-74.72140350142212,0.28189053841442335,-44.76641029865591,0.1707639579162646,-19.983757925139805,0.019143239205895737,-0.04225334645669857,0.007649893805596118,0.02389025756239837,-0.050547917996492935,0.009151611344285587,0.015335907884067529,-0.05749987605341595,0.010410251081398961,-2991.19962849296,-3577.118081622315,0.0,4859.982245927218,0.0,4468.479497752299
6414,0.32106529916573395,-81.37516099539633,0.28802101810950986,-43.69035821786548,0.1694186049737362,-17.964364326673035,0.0190463979645416,-0.04207905957380446,0.0076183394730365735,0.02354435453789159,-0.04990234191788818,0.009034730934592578,0.014888637302603244,-0.05588069179360231,0.01011710062876059,-3698.975607782726,-3554.3923532811964,0.0,5757.735649920855,0.0,4535.790805925274
6415,0.3302217385126321,-170.55818202798733,0.2395972584789608,-156.4423735067861,0.17635044599973496,-14.334594163563033,0.018920784456780592,-0.04186130763141159,0.007578915868163648,0.023450681174341032,-0.04979314337254456,0.00901496073067606,0.014660674969513992,-0.05505451325226775,0.00996752246192477,-5390.222719474573,-3089.022791494524,127.37406175922163,7905.717972579106,13.675043461973035,4237.597932716865
6416,0.31188514334114337,-37.036209462194,0.26199739549953655,-25.26024556093837,0.17231381857430808,-13.495252456593139,0.018818262486455968,-0.041728949239136046,0.007554952614833524,0.02336120801261237,-0.0497131002374437,0.009000469062329363,0.014362063516988552,-0.05396888992003359,0.009770972273575084,-4353.44470122209,-3722.223188351321,1113.2795485949398,6817.787411124257,139.01829970241698,4966.692180041158
6417,0.30837676763097466,-329.06860607614874,0.24549363403654625,-123.42786887297568,0.18009879019436165,-11.992000859854262,0.018964253312910184,-0.042129375343725545,0.007627449054381511,0.023523620391918743,-0.050195374202700066,0.009087783912602721,0.014228383956716169,-0.053476455247572406,0.009681817845194314,-4143.589745199822,-2361.798012216176,3208.930954035224,6537.245790340987,381.9163639849979,3642.4209621391487
6418,0.3248997571544539,-118.91476081323245,0.27408196087815623,-54.8380670452298,0.17504953212189334,-11.461673425197702,0.019158357056476557,-0.04268667861343068,0.007728347827810613,0.023790225645374724,-0.0509550716532155,0.009225325795274214,0.014022754098414601,-0.05272678881603382,0.009546092060805438,-2027.0479249004118,-3227.014623998271,4429.272576535436,4284.1451596662255,503.7014078982223,4532.478096570635
6419,0.32158093647813085,-237.1981441641898,0.2535484137719616,-92.45069084195916,0.16938784067895413,-13.075245231139615,0.019691507205141845,-0.043985243872222135,0.007963450776155104,0.024375151180425988,-0.05248833511151991,0.009502920438435791,0.013824398836767376,-0.052002486556040055,0.009414958414911051,-2945.6475664477252,-2864.1141421692773,4208.425853266638,5325.912140560211,479.2086083946082,4199.559273078741
6420,0.3392248995574633,-191.13896593615192,0.27070932775555306,-76.93673818934786,0.16876511192490457,-12.194585117520724,0.020385641979474532,-0.04587367896297404,0.008305348616550254,0.025177587925351123,-0.054658364855506306,0.009895800493829585,0.013792738989398196,-0.05189148035529218,0.009394860938173814,-1961.4158453374623,-2990.896126275706,5097.95331293542,4250.74189201869,579.5026497821325,4337.344689807074
6421,0.31900819282928866,-528.4679380168851,0.23769661666087488,-141.57199670744916,0.16725600988647263,-12.310360129772812,0.021833170052440006,-0.04972258521014425,0.009002186299897338,0.026688334173831662,-0.058811508655551396,0.010647719849194113,0.013669937202551725,-0.051455492265253616,0.009315926063921481,-3490.277215579949,-1826.6582921689817,5085.134993546732,5841.2212165738965,587.6559375999291,3176.6563805667984
6422,0.34322441924328045,-306.9117055607763,0.2529608167370234,-117.66758594164423,0.16740635946639862,-11.791395791030746,0.02533284171946252,-0.06003452965852146,0.010869145643345653,0.029735154668714996,-0.06799870790015378,0.01231104605849414,0.013679410702477551,-0.05149510942730038,0.009323098681192103,-3552.2618257934023,-2584.476222083505,4118.319158804932,6012.536311672849,471.4628583958812,3941.8061957655304
