time,MA_battery_storage,CT_battery_storage,ME_battery_storage
4626,3676.2459548510474,0.45738640330988634,510.4193629649125
4627,2037.0300491006512,0.43864977452013054,287.1753966194721
4628,582.9878118479457,0.42077313828420015,94.13032576069021
4629,0.4351366369627957,0.3910025477545804,0.3204540319865481
4630,0.3870266951451865,0.3447664805538438,0.2946558393310674
4631,0.293243010887009,0.26094423605248307,0.25532434631527046
4632,0.025606469949842555,0.008845375078585623,0.016673165000942226
4633,230.61657068524516,0.027310745586877138,85.89921758359576
4634,996.5714185994237,723.569525442349,186.5881132053932
4635,2090.1571316477143,1451.1470722632164,275.4973091848923
4636,3477.5880280538545,2171.971122836631,464.4497983127471
4637,3647.465852816855,2171.9373251295774,533.1815554489879
4638,4484.1699603792895,2171.9653526249176,669.7422249088303
4639,4484.140441586953,2171.9350926807083,669.7211922556404
4640,4484.108214296747,2171.8951950489545,669.706463778668
4641,4484.099115968261,2171.886014831599,669.6953722630878
4642,4484.101858869557,2171.8857435780196,669.6946658252889
4643,4483.998106982707,1937.8397480267915,642.9274681359329
4644,4303.915397398242,1024.9153646522527,419.79697759496077
4645,4303.880317281512,128.82446303534402,226.85264458631295
4646,4303.836708264349,0.11670539640135347,219.1811697079385
4647,4303.916566427228,46.330989357412264,219.52976807260063
4648,3941.6093297680623,423.9373361334131,0.8051928427480213
4649,3137.9089924052414,641.9207158510719,0.7611583633535586
4650,1756.4036035720312,356.8555875478436,0.6803090392479044
4651,493.43346758498836,434.6070264286654,0.5594201829919617
4652,0.132866809484352,0.11764661156220253,0.12319904307797377
4653,0.15830237862102717,0.1419679786140933,0.127815527754064
4654,0.16823846003027,0.15052551467624878,0.12843096128405174
4655,0.16878399511753506,0.14980670116201636,0.12467789861857537
4656,0.15565673511125014,0.13958532151130598,0.11737071623182627
4657,0.12935833355743032,0.11465360632522632,0.0963477728826665
4658,0.016142112132239213,0.009215117971692194,0.013950870041125784
4659,143.32229408899397,75.52660430519964,29.634515163450974
4660,1346.745382761833,627.1210533646112,102.89454646996673
4661,2734.173800508406,1399.5402039262683,291.8444940769812
4662,4061.548122936834,2171.9703382955295,480.79670949444824
4663,4484.173646445915,2171.968553745503,669.7460264265983
4664,4484.033697157808,2171.6078224825437,669.6853262681647
4665,4483.978316397464,2171.468480583092,669.492383314104
4666,4483.9443508953955,2171.3934557998086,669.4366240400215
4667,4483.923075564033,2171.3299436445786,669.4020884132694
4668,4483.90525618264,2171.281644408537,669.3767663768725
4669,4483.889691210333,2171.2361013183076,669.3583336715109
4670,4483.880719045798,2171.201284717369,669.3555278702694
4671,4483.872698706174,2171.1700080524733,669.3536337711063
4672,4483.873935871943,2171.1469842621686,669.3535465461994
4673,4483.878859338282,2171.1281559561426,669.3553998142726
4674,4483.876967862455,2171.107109938762,669.3553544579927
4675,4013.1202317069046,2171.0864496281015,563.5302090946212
4676,3716.8974839444923,2171.073775088366,506.55826349952633
4677,3630.7774193391665,2171.0600068036415,489.9827525194741
4678,3630.783016777515,2171.0428103994527,489.98472538053267
4679,3630.7934792836186,2171.0273831250997,489.9866633903985
4680,3630.7989182080746,2171.0095428937702,489.98836200856044
4681,3630.804394470048,2170.9961921901995,489.9900026923628
4682,3708.097024610692,2170.9839604358567,506.91600252434984
4683,3791.0679628858006,2170.9722684243784,526.4940154357253
4684,3873.934561269235,2170.9640199327782,546.6095848780308
4685,3972.4811936535743,2170.954263986612,581.4519264932666
4686,4121.860980267442,2170.9468594432446,669.28999027556
4687,4277.890067844768,2170.9388528295553,669.3036155896975
4688,4455.673301571382,2170.9328264066367,669.3191152005279
4689,4483.686019773355,2170.926164281261,669.3450768082237
4690,4483.6915909909485,2170.7707131937505,669.3432705116746
4691,4483.69693554314,2170.6384633243024,669.3422869731129
4692,4483.712152199819,2170.6353657316818,669.3432353817876
4693,4483.736158943096,2170.565521228954,669.3464298728799
4694,4483.760485055912,2170.5663773700585,669.3499613065914
4695,4483.797533557104,2170.509746012148,669.3759186880623
4696,4483.8388162693645,2170.4463132862024,669.3836782689011
4697,4483.892694228256,2170.4524235383046,669.4565042421849
4698,4483.930480950392,2170.4637514560104,669.5877411994837
4699,3816.7140751838187,1449.8904936155452,669.5634396446635
4700,3816.733171292208,1448.8281271982164,669.609285672476
4701,2591.5160818098198,1087.3762265305766,496.7475133911761
4702,1694.159202384787,1087.3879403959513,330.5668818915043
4703,1639.2222197517672,913.0460999542815,223.24868462040544
4704,0.006983303654228038,0.0075692098883641794,0.005590417729111181
4705,4483.586184483641,1685.7550284343395,669.4047347492929
4706,4483.592895007144,1686.7341988498445,669.4023244297623
4707,4483.597259897777,1687.5918280711765,669.4004225768725
4708,4483.605500224547,1688.4613099505102,669.3995873669256
4709,4483.613867111765,1689.2875545732622,669.3998514592773
4710,4483.627703947723,1690.0523203238688,669.4012882328058
4711,4483.644214482916,1690.9877338746885,669.4050835050151
4712,4483.658412699879,1691.7982093838111,669.409551674156
4713,4483.681134091199,1692.7397124128202,669.4159067290767
4714,4483.7044660477095,1693.6102846042645,669.423813642679
4715,4483.735842783868,1694.4514874103443,669.4332327656767
4716,4483.771023180094,1695.191277456192,669.4463790221815
4717,4483.8136070778655,1696.0094966215418,669.4611835594022
4718,4483.885913095464,1696.832148029232,669.4939502098973
4719,4483.965293970827,1697.6412485939002,669.5303877922671
4720,4484.01220172073,1698.5240551896009,669.56242454922
4721,4484.132937026509,1699.3045129875543,669.7152607853805
4722,3693.5652868597676,1699.9801689157632,502.5377467377619
4723,2219.4464779869513,1653.9470953103448,324.9203441784527
4724,824.9329143753855,913.23077170643,154.18962468364933
4725,0.07532964719311801,0.20430536051419268,0.05654335023884008
4726,0.17090523360307583,0.22172533490585034,0.1368904878260851
4727,0.22702620636506646,0.24690316473860463,0.15262648083839578
4728,0.28518519980140977,0.2646321113420295,0.16534059199574924
4729,0.3200920300070788,0.26966298713991277,0.17120853753201629
4730,0.3405304401662941,0.2701816822020889,0.17456353043343897
4731,478.0310117382052,773.0660428584828,64.26103429316392
4732,994.0252070215964,773.0566769483272,196.6553537229
4733,1219.9673322579663,773.0490642633144,335.3655235902496
4734,1357.8300876540427,773.0392679914962,431.29688140296395
4735,1357.8457225568538,773.0002919440793,431.29514478676947
4736,1357.862834569805,661.2660200414828,431.29460802912877
4737,1357.8840801361628,494.41255543971414,431.29410412692744
4738,1357.904408658393,161.31444053236388,431.29391141627497
4739,1357.920037456854,0.2570401796461386,431.2935221518755
4740,1357.9378727751375,0.24106984111777205,431.30313947242036
4741,1357.9555384998848,0.21091739844990884,431.31531162375234
4742,1357.9823596605588,0.17019468759630796,431.3314122867104
4743,1358.0048635236042,64.95440330313001,431.3304235770531
4744,1358.0138869235986,101.34263852715475,431.32583152649585
4745,1347.1283955270599,101.37142801437737,208.1332876114209
4746,570.7306165078533,95.85736683937326,86.85283895246596
4747,108.61341882246822,88.85799131997881,74.84515856118999
4748,108.56158526593165,81.23416696974935,74.83100470786535
4749,108.56437750612011,71.97932387615079,74.83577403023868
