time,elec_MA_seg1,elec_MA_seg2,elec_MA_seg3,elec_MA_seg4,elec_CT_seg1,elec_CT_seg2,elec_CT_seg3,elec_CT_seg4,elec_ME_seg1,elec_ME_seg2,elec_ME_seg3,elec_ME_seg4
1801,1.057779345230755e-6,2.579569037223259e-6,6.041262157061116e-6,2.421944588378174e-5,1.2886771736596766e-6,3.106894649861808e-6,9.278973970787825e-6,1.89098056247248e-5,1.6183703326678698e-6,3.9529371691827596e-6,1.006124518321967e-5,1.5205230363364609e-5
1802,1.0672717716568687e-6,2.581443653931232e-6,5.989731876370755e-6,2.3895926550325414e-5,1.2945862274394991e-6,3.087816287819945e-6,9.264934377764675e-6,1.8355284952716116e-5,1.6510255505879773e-6,4.1222348718134355e-6,9.939537981862972e-6,1.5038963855459116e-5
1803,1.087237462241902e-6,2.624136045309716e-6,5.995549354874848e-6,2.3943048720399027e-5,1.3133923503571781e-6,3.0856890307615883e-6,9.384093625441654e-6,1.828732283612025e-5,1.6488441957659659e-6,4.226917021594428e-6,9.743805880141087e-6,1.48764529439787e-5
1804,1.079929923821573e-6,2.645063662681373e-6,5.942445349338059e-6,2.3845930885701794e-5,1.3264816802439889e-6,3.084210534005289e-6,9.520170157687897e-6,1.836105843167731e-5,1.661430196830275e-6,4.270030284539714e-6,9.721299797703122e-6,1.4844538725128327e-5
1805,1.0820384008686386e-6,2.642160292945196e-6,5.963514582966267e-6,2.39687606588937e-5,1.3165131452848216e-6,3.0764175272382704e-6,9.451740187965551e-6,1.8293727431821243e-5,1.6342114529379577e-6,4.245573985786448e-6,9.622483974609048e-6,1.4771768691392475e-5
1806,1.0587475213539501e-6,2.5921216937666605e-6,5.963180846045217e-6,2.396780768799112e-5,1.3100067917558188e-6,3.1008166432758324e-6,9.322455812831357e-6,1.8465419980496445e-5,1.6289665966204768e-6,4.146589920030929e-6,9.795256612728534e-6,1.505725049266527e-5
1807,1.0550306715842067e-6,2.5075099594527933e-6,6.069936387578437e-6,2.4060518508244817e-5,1.279031322328857e-6,3.114059343642179e-6,8.966204566562154e-6,1.8536592394158894e-5,1.5916382085016928e-6,3.9712469633214104e-6,9.847161043928023e-6,1.5242274658755938e-5
1808,1.0574422903146246e-6,2.4778370701321734e-6,6.220239643429553e-6,2.4489109495121678e-5,1.2716263992719488e-6,3.1507038872949513e-6,8.814329667681787e-6,1.9234887823941608e-5,1.5500461123980258e-6,3.7768378409726857e-6,9.837837888319898e-6,1.5468920724010924e-5
1809,1.0317614773097385e-6,2.4423130366115093e-6,6.350890826206919e-6,2.4720045656264563e-5,1.2482019783132816e-6,3.1830122137075224e-6,8.422678648473604e-6,1.9755240547523764e-5,1.5304851585655535e-6,3.551412779416734e-6,9.906787573971549e-6,1.581701883458587e-5
1810,1.035912186424842e-6,2.4711901589966514e-6,6.572859139167675e-6,2.5167575658327943e-5,1.2502919050232016e-6,3.2361458345453743e-6,8.107603362362031e-6,2.0325955336293566e-5,1.493199623793428e-6,3.4669954047154013e-6,9.60814460883063e-6,1.5873964666595728e-5
1811,1.0152125669029616e-6,2.445046552936572e-6,6.5978972736451085e-6,2.5151369186547832e-5,1.2332360217679396e-6,3.233548809316273e-6,7.9361194330078e-6,2.0329651025918228e-5,1.4914917825130564e-6,3.419348049289127e-6,9.557121948939359e-6,1.5966506626127954e-5
1812,1.0259239110094377e-6,2.4837202831798344e-6,6.662251278172643e-6,2.5354960521370593e-5,1.2508214172715162e-6,3.2622597327964796e-6,7.972570415979464e-6,2.062383628519372e-5,1.4764563000049037e-6,3.450310534231667e-6,9.359429611554257e-6,1.5790195054873335e-5
1813,1.017936266001828e-6,2.5011861406006527e-6,6.588355792117111e-6,2.5303305073807255e-5,1.2582412626915226e-6,3.2532202931392614e-6,8.099341480981172e-6,2.0556800051782684e-5,1.4929341312427998e-6,3.4757855336808076e-6,9.47141121906227e-6,1.5780811358777518e-5
1814,1.0325909299573271e-6,2.5376369529925133e-6,6.557094760111613e-6,2.5375429852348134e-5,1.254203221070238e-6,3.2209459154723705e-6,8.273956743860369e-6,2.031470712102428e-5,1.4869194986130044e-6,3.5491403874832455e-6,9.355427657168683e-6,1.5573540204787215e-5
1815,1.0279432773420638e-6,2.5623485718627917e-6,6.460116965870685e-6,2.525035785487812e-5,1.2713261236641933e-6,3.2173199043967374e-6,8.482447192032937e-6,2.0301019360753002e-5,1.506088986695909e-6,3.597988373113182e-6,9.47083706996358e-6,1.5545290950363802e-5
1816,1.038887335669091e-6,2.575256624919342e-6,6.4122333582124844e-6,2.5212784719006285e-5,1.2645971192838403e-6,3.1856179801005797e-6,8.610071116188539e-6,2.0038609660855715e-5,1.4996940918731648e-6,3.655492931869429e-6,9.394551796119814e-6,1.541075773498531e-5
1817,1.0396515518783174e-6,2.5224418407414845e-6,6.36822325703533e-6,2.5065592379508624e-5,1.2633195454500673e-6,3.1894022740034516e-6,8.623471555945813e-6,1.996984444796153e-5,1.5095189498376386e-6,3.656794697747576e-6,9.531691835232034e-6,1.5522885247349737e-5
1818,1.0059895490187322e-6,2.3840805815651043e-6,6.197352172753542e-6,2.4264034384650075e-5,1.2351198357753628e-6,3.1612629065363095e-6,8.467234599571988e-6,1.948881436392689e-5,1.5222225715818458e-6,3.6083409262504704e-6,9.779213993245052e-6,1.568516686139958e-5
1819,9.892579352285667e-7,2.380098776114125e-6,6.192716691564107e-6,2.4189189105143926e-5,1.2361585982271625e-6,3.1788781839274485e-6,8.402210423772462e-6,1.972124176476012e-5,1.5478087910888606e-6,3.433874968906946e-6,1.021793925019892e-5,1.592532038475351e-5
1820,9.555450498401883e-7,2.294045158311827e-6,6.231856167468445e-6,2.404878689043169e-5,1.2150214797443896e-6,3.1970928208434323e-6,8.011894077933066e-6,1.9986000256852023e-5,1.5586635445034939e-6,3.057758921997932e-6,1.066806394226303e-5,1.6194397650019146e-5
1821,9.637652391640722e-7,2.3205846569673397e-6,6.258769275457569e-6,2.4211944879278317e-5,1.2235949712385566e-6,3.2047247375525012e-6,8.069655873624215e-6,2.0045650600412274e-5,1.54024354592122e-6,3.1304528723695135e-6,1.0509186710963145e-5,1.611033607177434e-5
1822,9.699062505216163e-7,2.3735914491762966e-6,6.180610506195022e-6,2.4155341164019288e-5,1.2465540435037638e-6,3.20357685672102e-6,8.37263473461647e-6,1.9980944630873813e-5,1.5735485628154384e-6,3.216732361434665e-6,1.0678624758795044e-5,1.5973874367822616e-5
1823,1.0047619029426653e-6,2.4738325337811915e-6,6.131974126311869e-6,2.430438616778091e-5,1.2645414085625461e-6,3.1639806315906376e-6,8.79357422291613e-6,1.964310688222994e-5,1.5879429589486388e-6,3.524336101250668e-6,1.0442812787890737e-5,1.567447237995752e-5
1824,1.0273615634040238e-6,2.5741226596379265e-6,5.993063398421719e-6,2.406324849102095e-5,1.3009025627931613e-6,3.1226863054904447e-6,9.317187262413962e-6,1.9235455369873314e-5,1.6323012825454604e-6,3.8064809405815802e-6,1.0330081984865805e-5,1.5398842682165825e-5
1825,1.0657942608219296e-6,2.677389776383625e-6,5.937190294468716e-6,2.4058002176143383e-5,1.3296767350171354e-6,3.069440031014528e-6,9.714704376503075e-6,1.8900917092247326e-5,1.647979052042478e-6,4.098759179677211e-6,9.962636567936506e-6,1.5089135061088724e-5
1826,1.095519937246632e-6,2.7467209190651475e-6,5.912972582691073e-6,2.4018417264828822e-5,1.3515090156198323e-6,3.033209957947295e-6,9.95407709293775e-6,1.8714419125084988e-5,1.680734432437475e-6,4.248690458193334e-6,9.851333101117176e-6,1.4966924507535467e-5
1827,1.0954467426740306e-6,2.7492473791667375e-6,5.871816479577485e-6,2.3798322599793428e-5,1.3598975635353897e-6,3.030011824462969e-6,9.986842493136873e-6,1.8535740926045372e-5,1.7014174331002975e-6,4.332791461836661e-6,9.782629544837863e-6,1.4910191286346766e-5
1828,1.1082440929549156e-6,2.7848279081349806e-6,5.868261268107134e-6,2.3908046116748243e-5,1.3698270811402685e-6,3.016922145176362e-6,1.0081571035046313e-5,1.85221838333199e-5,1.685695474425091e-6,4.380961915564619e-6,9.631496163588913e-6,1.4781174814857686e-5
1829,1.0937238126054322e-6,2.7333165589999206e-6,5.86897557950767e-6,2.3750306498525112e-5,1.353914679087339e-6,3.0340437256121962e-6,9.897724320289013e-6,1.838264759369205e-5,1.6931670744828223e-6,4.360686865637177e-6,9.694800538139028e-6,1.4830838585392574e-5
1830,1.098636812128582e-6,2.7148513138400334e-6,5.9349255614904435e-6,2.3960724646544282e-5,1.3524007204981539e-6,3.06342535237512e-6,9.826264413586704e-6,1.855429162759254e-5,1.6621433725190892e-6,4.274999280416488e-6,9.704846837095655e-6,1.4839435425383718e-5
1831,1.0808032021783863e-6,2.580234126817839e-6,6.0443767707712255e-6,2.4103089417351568e-5,1.330035399529337e-6,3.1301380466393265e-6,9.477951976893798e-6,1.8841938231163667e-5,1.664403597781301e-6,4.112819222915358e-6,9.99639658772212e-6,1.5100712202699726e-5
1832,1.0853842897644317e-6,2.5849223147503643e-6,6.160618863134896e-6,2.463349063975187e-5,1.3144988980134057e-6,3.1352017933559013e-6,9.363723141649783e-6,1.9178084781227555e-5,1.6272185419691864e-6,3.966182974460523e-6,1.0053796491542338e-5,1.5241710177725907e-5
1833,1.0660268427096501e-6,2.5830966150453544e-6,6.280079194588318e-6,2.5004527954881886e-5,1.3082008816512234e-6,3.186522311621254e-6,9.035766754422335e-6,1.972614829030419e-5,1.5961166707178102e-6,3.7074397501054826e-6,1.0262697913328387e-5,1.5654833690471092e-5
1834,1.0694615388836901e-6,2.59605653858747e-6,6.4629952357094566e-6,2.533115447823463e-5,1.2941946502291378e-6,3.2092742847876464e-6,8.67769199799578e-6,2.002349003096045e-5,1.5418866318819535e-6,3.592960827259886e-6,1.0061366017343339e-5,1.5782907133496445e-5
1835,1.0782007391975945e-6,2.6599889763917936e-6,6.624572649145009e-6,2.5665948363948108e-5,1.3059514348897754e-6,3.242145702724584e-6,8.568586606313859e-6,2.0456937760774305e-5,1.5377115302967226e-6,3.5253153973992085e-6,1.0109067463572475e-5,1.589888782898724e-5
1836,1.0610138971503814e-6,2.657796252180021e-6,6.59745082393115e-6,2.5607167594260038e-5,1.2967826532470256e-6,3.2331316898617528e-6,8.533978736448198e-6,2.0420223323752192e-5,1.5422130762117913e-6,3.501172160586336e-6,1.017166683201977e-5,1.5941506159961213e-5
1837,1.0717381413195836e-6,2.704144188323762e-6,6.620020148869374e-6,2.5766492131499137e-5,1.3070035727860826e-6,3.234061898560918e-6,8.635182660617363e-6,2.0485770399982572e-5,1.5299760259767234e-6,3.5608616949612492e-6,1.0028112311564913e-5,1.5843713997490218e-5
1838,1.0604546243727381e-6,2.7071330226669135e-6,6.495702721023395e-6,2.562407930184171e-5,1.298605740268084e-6,3.194326618189734e-6,8.780188713693683e-6,2.0270941663510576e-5,1.5490130857074098e-6,3.5835201664877205e-6,1.0155554124469388e-5,1.581277125702949e-5
1839,1.0728484327633652e-6,2.737229847984864e-6,6.473231053326972e-6,2.570136222403274e-5,1.308873095870155e-6,3.187567040054979e-6,8.93975797798298e-6,2.0269453619149122e-5,1.5459199268286913e-6,3.6405288694040857e-6,1.0082128664287701e-5,1.5718610184397897e-5
1840,1.0533530114809564e-6,2.6568482575965252e-6,6.350615125917712e-6,2.534725534607444e-5,1.3061699265399838e-6,3.1926477995878053e-6,8.987345916680022e-6,2.0175886418906208e-5,1.5632288390680108e-6,3.623675369816893e-6,1.0232225798644635e-5,1.573323813082346e-5
1841,1.043386100384828e-6,2.5473671305464874e-6,6.330450078777607e-6,2.508640318299101e-5,1.2748921675367175e-6,3.1870795815646126e-6,8.783849852776903e-6,1.99457795976489e-5,1.5565479072392632e-6,3.5614529948614923e-6,1.0236544663334811e-5,1.5658672114076435e-5
1842,1.005125749178564e-6,2.4078995976025864e-6,6.212072017166398e-6,2.4374978309037958e-5,1.2586251522740938e-6,3.200115305455233e-6,8.574217223121473e-6,1.994430403388837e-5,1.568729913754586e-6,3.3868470086764326e-6,1.0516872440393615e-5,1.5819024873791536e-5
1843,9.783005793920317e-7,2.333878899987762e-6,6.166957224351219e-6,2.4051277643295877e-5,1.2255267318593133e-6,3.1645856910456187e-6,8.280529733279185e-6,1.9549316585323317e-5,1.559544939901222e-6,3.279031009665071e-6,1.0561375259672041e-5,1.5963295298801185e-5
1844,9.651692716881883e-7,2.264652830322557e-6,6.313096934663126e-6,2.4417781585940455e-5,1.2149105347764453e-6,3.2052312263721556e-6,7.85849303312534e-6,2.0291533541825252e-5,1.5433193076567688e-6,2.9799583707922026e-6,1.074611097804486e-5,1.6341116709996304e-5
1845,9.514844584310531e-7,2.288933026127574e-6,6.278224574671895e-6,2.412559677587462e-5,1.2187598390762804e-6,3.2191204460261327e-6,7.918106466770798e-6,2.0225905677887392e-5,1.5541191564455356e-6,2.9660223852994446e-6,1.0830329607593326e-5,1.628395657277442e-5
1846,9.778890501423814e-7,2.411844066084394e-6,6.2048391417688635e-6,2.416666809112746e-5,1.2522959017083158e-6,3.203144439147741e-6,8.417858276181059e-6,2.002742687820453e-5,1.5670578337525763e-6,3.2818154085706457e-6,1.0605601194086336e-5,1.594299302933994e-5
1847,1.0013859745338957e-6,2.538314668238131e-6,6.017503619431767e-6,2.407348628157851e-5,1.2802796766003336e-6,3.128164478122712e-6,9.127566475969113e-6,1.9509755669374804e-5,1.6163847704857024e-6,3.6270305189898894e-6,1.0503738657549922e-5,1.557790211791873e-5
1848,1.043184837517378e-6,2.6900991885172427e-6,5.8858588701019065e-6,2.4140156928444214e-5,1.326364239785545e-6,3.056942936881445e-6,9.783789485946623e-6,1.9100456603657208e-5,1.6356933437984562e-6,4.053015622461447e-6,1.0006485232914828e-5,1.5128427390003645e-5
1849,1.0900497109742538e-6,2.7686668370976326e-6,5.849375837418111e-6,2.3857311574266298e-5,1.3575543838185055e-6,3.0176083752754684e-6,1.0044094947911967e-5,1.861500731679551e-5,1.6703826343738372e-6,4.325494813949565e-6,9.661396268008083e-6,1.481403035032874e-5
1850,1.11979801937437e-6,2.850864743375959e-6,5.814124462544086e-6,2.3837498317723567e-5,1.3836283305853572e-6,2.9658052750507566e-6,1.0315186903592865e-5,1.8483135069344834e-5,1.6985798902331334e-6,4.463263415380693e-6,9.541738455800514e-6,1.4704496127639585e-5
1851,1.1125226167274766e-6,2.874810736037567e-6,5.755301475943394e-6,2.3652165238218107e-5,1.3965743968572208e-6,2.969149693812277e-6,1.0383441879904219e-5,1.8404087449324822e-5,1.7115876563605065e-6,4.530401464607044e-6,9.470691844849147e-6,1.4650247051543606e-5
1852,1.1129927492469273e-6,2.8676001404645645e-6,5.77062059313093e-6,2.368189719425273e-5,1.3809351455851027e-6,2.9673757847231095e-6,1.0251721972768637e-5,1.8288646282289507e-5,1.6821638854933382e-6,4.501146689687746e-6,9.390897698302742e-6,1.451369167797753e-5
1853,1.1050962968933353e-6,2.8212484288052222e-6,5.812933097540091e-6,2.389282821384528e-5,1.3725521087097017e-6,2.991376425942189e-6,1.0196314286731252e-5,1.851789655549267e-5,1.6745985285439353e-6,4.398772174640841e-6,9.550594714299296e-6,1.4686927164134067e-5
1854,1.0561369387328255e-6,2.632721301849134e-6,5.951713954924423e-6,2.4018359342194743e-5,1.3132981087916873e-6,3.0837284647444256e-6,9.531171695819928e-6,1.880942853854623e-5,1.6466647101006008e-6,4.046609921556283e-6,1.002286586926636e-5,1.5131479982437085e-5
1855,1.0286634015921515e-6,2.387424720034172e-6,6.215802973064318e-6,2.4133260230661334e-5,1.2575683172045601e-6,3.180933976500863e-6,8.498303878323352e-6,1.9573494949785252e-5,1.5736455590513146e-6,3.460159448499454e-6,1.037130555056613e-5,1.5778338515634622e-5
1856,1.0035125529277897e-6,2.3056064643665037e-6,6.3263052546745555e-6,2.42755401052516e-5,1.2267495320896624e-6,3.1982048953737632e-6,7.995292914333348e-6,1.9951108717059948e-5,1.5442942785354214e-6,3.1635272745275646e-6,1.047110257070843e-5,1.630662322439893e-5
1857,1.0128363278533713e-6,2.3812459261782997e-6,6.566523557988019e-6,2.4947651248129423e-5,1.235761041607115e-6,3.2486757475357396e-6,7.833086400050071e-6,2.0449746511566173e-5,1.5162077082802696e-6,3.1950794651275675e-6,1.0191530522390924e-5,1.633873024917763e-5
1858,1.0028590195626334e-6,2.4407820885527617e-6,6.725534176971926e-6,2.526479031589359e-5,1.2471862254218732e-6,3.2893711828961406e-6,7.691688597427042e-6,2.0849076209930923e-5,1.496442132562738e-6,3.2443183249535655e-6,9.966790222500842e-6,1.6352831618885082e-5
1859,1.011438017735626e-6,2.4828909520174787e-6,6.919333191722815e-6,2.5556420642712865e-5,1.234325133933871e-6,3.2963105942077363e-6,7.490834128158718e-6,2.093600817423949e-5,1.4643338994843442e-6,3.299721656510454e-6,9.580244717194301e-6,1.625464089276912e-5
1860,9.930945627962836e-7,2.456147113946876e-6,6.8986728317280425e-6,2.545064450860974e-5,1.235952193167763e-6,3.3108461444336176e-6,7.414634655470839e-6,2.1078198147088303e-5,1.476746344500893e-6,3.2555123687001028e-6,9.6750966756191e-6,1.635921018985143e-5
1861,9.994040606903573e-7,2.4613038284781077e-6,6.914346386965337e-6,2.5482375988672225e-5,1.222894105527885e-6,3.295276885429363e-6,7.390516246389924e-6,2.097082597645631e-5,1.4592955601173815e-6,3.295911579253642e-6,9.481268076473117e-6,1.623808542219538e-5
1862,1.0105067848701946e-6,2.4742788866994265e-6,6.977431921538792e-6,2.556519637492874e-5,1.2330226397609794e-6,3.317132501517237e-6,7.347901009674621e-6,2.1152780242384973e-5,1.466883187221965e-6,3.2652724774744874e-6,9.587646078754417e-6,1.633128776613032e-5
1863,9.96080770863865e-7,2.4379275722184642e-6,6.822747953526898e-6,2.531679151173277e-5,1.223100439343255e-6,3.2876030608771883e-6,7.4742384115856e-6,2.0917242997749672e-5,1.475719517006571e-6,3.250256264567444e-6,9.731319597745667e-6,1.636532632012331e-5
1864,1.0030984878412328e-6,2.422587727457125e-6,6.735053814941283e-6,2.5239857566281903e-5,1.230609300201252e-6,3.2884226038781623e-6,7.603114246551927e-6,2.0953654225530362e-5,1.468336504030355e-6,3.2620231846268617e-6,9.771830033431685e-6,1.6305048100235953e-5
1865,9.76429057616619e-7,2.321912363585642e-6,6.480532323223795e-6,2.4680026841947638e-5,1.208340897440634e-6,3.240250731324639e-6,7.713422785932508e-6,2.0562370931544643e-5,1.4977695906389905e-6,3.143424440515875e-6,1.0165606204096608e-5,1.6396673786678348e-5
1866,9.65796198290615e-7,2.2665062901754497e-6,6.357517633719729e-6,2.433864796141102e-5,1.2036575773443159e-6,3.222481781759984e-6,7.74060121990825e-6,2.0400581229993457e-5,1.4961057601899345e-6,3.0916533885550394e-6,1.0253556734415346e-5,1.641089710681314e-5
1867,9.266742920735318e-7,2.232953822929172e-6,6.303210178069427e-6,2.412749328611139e-5,1.2077317984517246e-6,3.2284965523949455e-6,7.695689428253102e-6,2.041611015410856e-5,1.5107237546483196e-6,2.9957035367895796e-6,1.0504063868825665e-5,1.653154095801351e-5
1868,9.186908651261871e-7,2.1792854330351887e-6,6.430297243352681e-6,2.4184802960478877e-5,1.199792465836257e-6,3.2605946158752288e-6,7.217699696112076e-6,2.0613497676500953e-5,1.4880798096399123e-6,2.9610222097934243e-6,1.0405463478012484e-5,1.6698462817532164e-5
1869,9.328383916021885e-7,2.1990618298860314e-6,6.364736191144914e-6,2.4193432148293153e-5,1.1963245074475997e-6,3.223204537804785e-6,7.464153975566717e-6,2.0440554541624487e-5,1.5130462532046446e-6,2.947873627008092e-6,1.0599367409187866e-5,1.6597372962570794e-5
1870,9.534248259481686e-7,2.286207641317161e-6,6.217892801549255e-6,2.4041311760754517e-5,1.207127581295132e-6,3.1815155619864e-6,8.005175071334846e-6,1.988072846029508e-5,1.5225827152408885e-6,3.162761521599351e-6,1.0389611185296571e-5,1.61332024983299e-5
1871,1.0078736401483079e-6,2.4766908572875233e-6,6.1478884803577585e-6,2.4292452872068568e-5,1.2604409004377237e-6,3.167507038018435e-6,8.766534932185459e-6,1.9688853789955075e-5,1.559319569377332e-6,3.590702138076706e-6,1.0224307493052997e-5,1.5729916896099154e-5
1872,1.045061373596824e-6,2.6021424606321673e-6,5.981658996833292e-6,2.4030441974363143e-5,1.2924940100646572e-6,3.092510886012977e-6,9.391700303801536e-6,1.8952075796160815e-5,1.6071959053496716e-6,3.9689463635777425e-6,9.972778065144222e-6,1.5176605066079852e-5
1873,1.0876280574853338e-6,2.727348131475281e-6,5.91298309820251e-6,2.3975942121690523e-5,1.3321648368522355e-6,3.040109021260349e-6,9.841204988611776e-6,1.8667956692489246e-5,1.6147294369587151e-6,4.2138699812975905e-6,9.581281766099732e-6,1.477026824664509e-5
1874,1.0953174408247328e-6,2.7577988359400674e-6,5.8464730604355155e-6,2.3683240599912176e-5,1.3461760172428325e-6,3.0119508153437134e-6,9.948018862428011e-6,1.836647607772317e-5,1.6398291315468503e-6,4.344863673711761e-6,9.471214746507521e-6,1.4614383403752837e-5
1875,1.1098259087597482e-6,2.805091486072267e-6,5.831900243601189e-6,2.376420294266091e-5,1.359583104875389e-6,3.0001621494100066e-6,1.0043693309596567e-5,1.829888289026511e-5,1.619799552508579e-6,4.3795367136001845e-6,9.275027315902143e-6,1.4337139969834456e-5
1876,1.0919490502787746e-6,2.7613824386891337e-6,5.839761274825431e-6,2.3716469637007107e-5,1.3482750856663183e-6,3.0411244212125248e-6,9.853841306781245e-6,1.825949438933665e-5,1.6253028877859186e-6,4.4065434657934925e-6,9.295107619710049e-6,1.4442542799315405e-5
1877,1.0818528403415724e-6,2.659885072586681e-6,5.916916361093963e-6,2.38008861326602e-5,1.3185873176421634e-6,3.0649944431278073e-6,9.473790907504674e-6,1.8081619967052307e-5,1.6210065021115425e-6,4.331214490558199e-6,9.40279470421658e-6,1.4614018521988638e-5
1878,1.0640099449817842e-6,2.570844965911434e-6,6.032787914877714e-6,2.421372386340049e-5,1.2956623199357107e-6,3.1046946913882854e-6,9.206349898037305e-6,1.8565916747194307e-5,1.6204225806944308e-6,4.068029955953485e-6,9.871458900862752e-6,1.5175153427538918e-5
1879,1.014407170023957e-6,2.3700648423822453e-6,6.164732704960268e-6,2.3947170831056118e-5,1.2406829006935146e-6,3.145760915560392e-6,8.400896696160794e-6,1.909927890993675e-5,1.5518913619915925e-6,3.5532719109731073e-6,1.0118359685222196e-5,1.5838016042155265e-5
1880,1.014182582912288e-6,2.342006453286946e-6,6.3863996936012596e-6,2.4480471840646913e-5,1.2389344458855253e-6,3.2269629737731086e-6,8.035771654670983e-6,2.0215891882497308e-5,1.5261204801847445e-6,3.298287663419324e-6,1.0145878466899176e-5,1.6199272461229693e-5
1881,1.0020116463758224e-6,2.375038030393237e-6,6.5177532615639565e-6,2.4874231508332964e-5,1.2309655791151638e-6,3.2401092163236298e-6,7.886471157786772e-6,2.040691065423103e-5,1.506072739158721e-6,3.3169780742706504e-6,9.933576724168235e-6,1.6242966936758928e-5
1882,1.0168984610579084e-6,2.461760806675699e-6,6.7315879265902436e-6,2.5359646470508133e-5,1.2457445517002126e-6,3.2779131459650875e-6,7.788300359658312e-6,2.0752599971077205e-5,1.4806428672083405e-6,3.3683293349878076e-6,9.605788570692063e-6,1.612416746372958e-5
1883,1.0036536904010787e-6,2.4728373438662275e-6,6.809921204571758e-6,2.5427884114940962e-5,1.2334321123307142e-6,3.2777574435432925e-6,7.64032592725226e-6,2.0776350368436794e-5,1.4857918028230796e-6,3.329330004183407e-6,9.621312685268799e-6,1.621444028445516e-5
1884,1.0141806531412622e-6,2.5056529641196566e-6,6.951936245817081e-6,2.5625497813058302e-5,1.2453710360675135e-6,3.3125066937174772e-6,7.507802562742611e-6,2.1083989665593306e-5,1.4686030586929332e-6,3.337278304118645e-6,9.459118198038297e-6,1.614936950575066e-5
1885,1.0006721565703562e-6,2.4918823652282297e-6,6.933365584326725e-6,2.551472012426837e-5,1.2576026955715865e-6,3.3395383524591877e-6,7.485677362629019e-6,2.131893028661597e-5,1.4811349900431686e-6,3.2772434382563583e-6,9.651485749573717e-6,1.627258861323139e-5
1886,1.0102147320719137e-6,2.494506192661466e-6,6.995116718505156e-6,2.5555998092453692e-5,1.2522805248527919e-6,3.345997565206204e-6,7.413831002894579e-6,2.1421832817356954e-5,1.463670120350116e-6,3.265725361489809e-6,9.584285156098009e-6,1.6271432814699293e-5
1887,1.0202909883640553e-6,2.503074022973377e-6,7.008184173461344e-6,2.5585861100360206e-5,1.2601017029031104e-6,3.357258785084995e-6,7.433730465271536e-6,2.1520302613848226e-5,1.4730834358413147e-6,3.231339335426522e-6,9.752220750332418e-6,1.6348135245365454e-5
1888,9.944999921818846e-7,2.404085162688208e-6,6.7286437348240215e-6,2.509876821810367e-5,1.2325121764367515e-6,3.2980879578101655e-6,7.547741373880804e-6,2.103608644862618e-5,1.454298735674334e-6,3.2551905554053357e-6,9.670133270901341e-6,1.627126540146857e-5
1889,9.881765312362983e-7,2.3323497142572183e-6,6.57924049512831e-6,2.4846828520423813e-5,1.223526084249597e-6,3.275624175757873e-6,7.596615205192412e-6,2.085913730343267e-5,1.4810860387180883e-6,3.1332453864919517e-6,1.0048778359761375e-5,1.643042580759078e-5
1890,9.522014814720319e-7,2.218668030514008e-6,6.318619677854041e-6,2.4160868841211056e-5,1.1908291768132385e-6,3.1979637640101555e-6,7.617838159230503e-6,2.0231512418872223e-5,1.499159289826062e-6,3.0221988233002547e-6,1.0348873039061376e-5,1.6548299267987095e-5
1891,9.332843326181673e-7,2.2094969099037044e-6,6.300261282737252e-6,2.4083417373220627e-5,1.1917027296272436e-6,3.202305608517784e-6,7.60421745803528e-6,2.0230026049644166e-5,1.5061048917903757e-6,2.9794200867468764e-6,1.0479949798810579e-5,1.643084797456157e-5
1892,9.012960954590142e-7,2.1049323233597074e-6,6.284897041198473e-6,2.3926671637286905e-5,1.16216095111354e-6,3.1593653819729582e-6,7.3629688045395875e-6,2.0055151973809764e-5,1.5121713540309878e-6,2.8993235942345474e-6,1.0792413226819911e-5,1.6818092853715423e-5
1893,9.154626853759451e-7,2.153308603407671e-6,6.331600873508845e-6,2.4097455403586142e-5,1.1783408372894176e-6,3.1953920094107797e-6,7.381295527441558e-6,2.0251509934302463e-5,1.5024464298810443e-6,2.9364903248107183e-6,1.0573169419793963e-5,1.6664544089770723e-5
1894,9.373290049927177e-7,2.2596068815891586e-6,6.235592170015452e-6,2.4025571976374312e-5,1.210877327730445e-6,3.2053495762513434e-6,7.886130698705602e-6,2.0099443804407387e-5,1.5357306765004326e-6,2.986168724064311e-6,1.0660261264445026e-5,1.6273722909641716e-5
1895,9.893419210444721e-7,2.401769276863957e-6,6.120612137721587e-6,2.4055843407812305e-5,1.233972928047911e-6,3.1505425662739713e-6,8.531215212694664e-6,1.9378400524149023e-5,1.554929614168664e-6,3.5043820333655805e-6,1.029804483669059e-5,1.5802150995510602e-5
1896,1.0481711238637548e-6,2.5574736016294085e-6,6.061501876031714e-6,2.4264842394708978e-5,1.2818628070725143e-6,3.1211285417636774e-6,9.178504920283311e-6,1.9043392092495252e-5,1.6005378935029075e-6,3.895508820802593e-6,1.0085262304635971e-5,1.5360601979572444e-5
1897,1.074270252310468e-6,2.6136374299703758e-6,5.98206740432695e-6,2.3924390319441258e-5,1.3014373376787321e-6,3.0855614739084946e-6,9.404705944481085e-6,1.8493344776022602e-5,1.6073773979941178e-6,4.166000606330649e-6,9.672500338411385e-6,1.4935650921568682e-5
1898,1.1032966013002433e-6,2.681602189169978e-6,5.97286176630171e-6,2.392798360783561e-5,1.3263131983394969e-6,3.0724464609939398e-6,9.600628235772787e-6,1.835343122998814e-5,1.6361637735807354e-6,4.30750932275263e-6,9.569500317832886e-6,1.4793288103157227e-5
