time,elec_MA_seg1,elec_MA_seg2,elec_MA_seg3,elec_MA_seg4,elec_CT_seg1,elec_CT_seg2,elec_CT_seg3,elec_CT_seg4,elec_ME_seg1,elec_ME_seg2,elec_ME_seg3,elec_ME_seg4
1899,1.098766322558914e-6,2.6991341772230635e-6,5.9254681473617034e-6,2.3656559883316296e-5,1.3289162705615494e-6,3.0582240166628195e-6,9.629084343906686e-6,1.8153165766718122e-5,1.6616211562090246e-6,4.39312015503807e-6,9.509481925511406e-6,1.4644254765732345e-5
1900,1.1056521461876827e-6,2.760506809820598e-6,5.876807143613976e-6,2.371099085006607e-5,1.3452062261479804e-6,3.031826758230384e-6,9.862144756405232e-6,1.8193201876252836e-5,1.6617968204321372e-6,4.42180820410695e-6,9.45077407857792e-6,1.4583972576010408e-5
1901,1.0769730812853733e-6,2.673339743708001e-6,5.892367331467326e-6,2.3795617827642486e-5,1.3194811604997535e-6,3.055464524925587e-6,9.614959347328062e-6,1.8259756607522547e-5,1.6619330603507388e-6,4.338334818945213e-6,9.608175281835675e-6,1.473639779998242e-5
1902,1.0591273532067577e-6,2.5883461742363445e-6,6.010681881388408e-6,2.424546489457809e-5,1.2959240441064317e-6,3.103330750794104e-6,9.309044594198482e-6,1.8727652692975448e-5,1.6239283733884835e-6,4.052560511775636e-6,9.913656050671575e-6,1.5072482415024226e-5
1903,1.0108970378751634e-6,2.398537212243767e-6,6.162120598726807e-6,2.3988715288753847e-5,1.27006848552714e-6,3.2012371528305086e-6,8.593615601518814e-6,1.9773463235250037e-5,1.5899831952582738e-6,3.39847259632346e-6,1.0579376919277226e-5,1.5821673794853947e-5
1904,1.006001047548373e-6,2.318633659237985e-6,6.331991654923056e-6,2.4317537026303677e-5,1.2305531182087958e-6,3.2081980072327843e-6,8.042808433578694e-6,2.0052874861634922e-5,1.5339578210300684e-6,3.17323954670287e-6,1.0421561468181033e-5,1.6126112343380547e-5
1905,1.013439374651809e-6,2.373057634894292e-6,6.562592266797334e-6,2.4920829606812906e-5,1.2344170541971743e-6,3.250969929698571e-6,7.810974727843139e-6,2.0495514692894654e-5,1.518247512719394e-6,3.1036662489415063e-6,1.0383394791040358e-5,1.6403463599837236e-5
1906,9.978646974462641e-7,2.394927183479737e-6,6.667976112514232e-6,2.5088798671566925e-5,1.2216745918844323e-6,3.2582444994551012e-6,7.621982793525979e-6,2.0589576025932054e-5,1.473030890407798e-6,3.213799087639486e-6,9.925451192614463e-6,1.6371091108211815e-5
1907,1.0148633396676349e-6,2.501284548124629e-6,7.0523728252068484e-6,2.563329142467447e-5,1.2488061603770335e-6,3.3387306476125283e-6,7.380609445007187e-6,2.128517366248083e-5,1.471228785265172e-6,3.174912926641494e-6,9.890644464326611e-6,1.6468620118684744e-5
1908,9.909228170989254e-7,2.42484628364646e-6,6.933536421645181e-6,2.538147278174214e-5,1.2223912218251504e-6,3.3070249124480194e-6,7.2945138173798196e-6,2.1063678349778982e-5,1.4724431750576866e-6,3.144628159636115e-6,9.87669387476781e-6,1.6572561446971322e-5
1909,9.998783673424613e-7,2.440643984763482e-6,7.005826800991326e-6,2.5512540613108756e-5,1.225323770516346e-6,3.3169430796505646e-6,7.232284593977434e-6,2.113391959589704e-5,1.452561517681502e-6,3.1969260095674524e-6,9.653799132752826e-6,1.648220482401605e-5
1910,9.869756366580825e-7,2.414947660110877e-6,6.9629415736249195e-6,2.534776600865241e-5,1.2178611127207897e-6,3.312594520059226e-6,7.187749597163766e-6,2.1126632122997162e-5,1.462335744351682e-6,3.149606802610745e-6,9.754414852849766e-6,1.655703963285332e-5
1911,9.998069224925468e-7,2.4406172953827595e-6,7.023727326500869e-6,2.5453702093857077e-5,1.2327566115443232e-6,3.3426389461185677e-6,7.188486036866319e-6,2.1420086218000992e-5,1.4454586033253564e-6,3.193094006930354e-6,9.617016789236743e-6,1.6452671369371946e-5
1912,9.79039817953968e-7,2.3671064294930254e-6,6.7938751735379895e-6,2.5065372760157263e-5,1.2313231688533177e-6,3.3245218494189557e-6,7.308978894620328e-6,2.1285679059391512e-5,1.457837833458458e-6,3.1478515024899793e-6,9.8015605874922e-6,1.651484005797823e-5
1913,9.734046327561202e-7,2.291934745771099e-6,6.585778645518221e-6,2.4746322574243046e-5,1.2078370149786647e-6,3.2725634973829748e-6,7.396301340382782e-6,2.0883533567887996e-5,1.4540592535519951e-6,3.1169865477273052e-6,9.877006565859236e-6,1.6529898601287148e-5
1914,9.596279658515726e-7,2.214454459829674e-6,6.39014756271215e-6,2.428187142216756e-5,1.194233604326643e-6,3.2215587576600995e-6,7.469498870146147e-6,2.0490491351149463e-5,1.4867800383840152e-6,3.001655270922655e-6,1.0326371607874284e-5,1.6669836387885158e-5
1915,9.184724545305588e-7,2.1610443655982416e-6,6.257335675540515e-6,2.3913399320706038e-5,1.1734287503094975e-6,3.163864568348082e-6,7.5472140858782526e-6,1.996232880523431e-5,1.4885002948156133e-6,2.9681043157574716e-6,1.038213292525831e-5,1.647333780402049e-5
1916,9.102548714089268e-7,2.1156237650013695e-6,6.356335903555715e-6,2.4046880063750275e-5,1.170700390880534e-6,3.1891783396754615e-6,7.262240527392644e-6,2.0328001056008182e-5,1.4843659052302539e-6,2.916596974746726e-6,1.0518124937934986e-5,1.6690865957130795e-5
1917,9.044466033091299e-7,2.1155172668688835e-6,6.2845249620488554e-6,2.3921612820588885e-5,1.1642888257395413e-6,3.160126113129806e-6,7.394833480118882e-6,2.001429895911209e-5,1.5024845135750376e-6,2.9298795966608113e-6,1.0623005456761954e-5,1.6754884197257643e-5
1918,9.419775177968477e-7,2.2490961749301308e-6,6.275011355688161e-6,2.412651912750546e-5,1.1975947786484021e-6,3.192115325435341e-6,7.781399015374946e-6,2.003985263476815e-5,1.5069893303438649e-6,3.083332369426979e-6,1.0355518226712158e-5,1.641103490251567e-5
1919,9.78899444224091e-7,2.390245612193292e-6,6.129681690896716e-6,2.4033882186494938e-5,1.224315882270037e-6,3.154250893819934e-6,8.463026142353061e-6,1.952664851014757e-5,1.5463145799676997e-6,3.4613257356373915e-6,1.0296297995604935e-5,1.5895384085394894e-5
1920,1.0344237417992724e-6,2.566658180685431e-6,6.04507318122576e-6,2.428160647469819e-5,1.2756510083750137e-6,3.1138732744463904e-6,9.202440489560674e-6,1.919327494459535e-5,1.571084032490402e-6,3.883153399959069e-6,9.925889282307924e-6,1.5337171119398022e-5
1921,1.061104049560616e-6,2.6476729217138823e-6,5.952029419397725e-6,2.409517178936016e-5,1.3100278071398213e-6,3.0852925342790793e-6,9.581381839715456e-6,1.8882546316441687e-5,1.615627821976129e-6,4.103442458189348e-6,9.811200964214796e-6,1.5080672817258341e-5
1922,1.089773194793616e-6,2.7074341111300143e-6,5.910327039019031e-6,2.3777953118290424e-5,1.3281936612314823e-6,3.0363622781665813e-6,9.776542184682588e-6,1.844128991352205e-5,1.6290913585874135e-6,4.262928574032965e-6,9.542759028627226e-6,1.4711354592342582e-5
1923,1.1057836096788455e-6,2.693149258877573e-6,5.9644624781582764e-6,2.3971217669768902e-5,1.3254797423326521e-6,3.068244975673927e-6,9.54954522271573e-6,1.822468415141969e-5,1.5871977081236592e-6,4.294986202036703e-6,9.252445777786833e-6,1.4448195075592422e-5
1924,1.0929001335450713e-6,2.701689291990135e-6,5.901389196442367e-6,2.3727759039465692e-5,1.3292575688693713e-6,3.0412013203528853e-6,9.730402110269671e-6,1.8246265788852652e-5,1.6625632790221917e-6,4.388561603909951e-6,9.492168661457074e-6,1.4635198988890354e-5
1925,1.088924218675185e-6,2.6972966775605513e-6,5.92257844623791e-6,2.397647588885495e-5,1.3264090158745682e-6,3.056151416149754e-6,9.709387036162539e-6,1.8423640691533938e-5,1.6759120389134947e-6,4.330047606528276e-6,9.685597752336042e-6,1.4818701207107908e-5
1926,1.0488788800249145e-6,2.5860857005964737e-6,5.984020446721787e-6,2.415252602659909e-5,1.2941081887063235e-6,3.098963464223538e-6,9.355487161258364e-6,1.8805447383776195e-5,1.6627034332654293e-6,3.997745231111485e-6,1.0191824552415964e-5,1.5246180115207435e-5
1927,1.0256641529675564e-6,2.399139606691943e-6,6.211774354802065e-6,2.412338806862649e-5,1.2565832262797628e-6,3.1852161170591576e-6,8.52322835248902e-6,1.964071302754202e-5,1.5887581315043785e-6,3.374510805961389e-6,1.062479294147401e-5,1.5853222174254714e-5
1928,1.0017895658975822e-6,2.3148054616503075e-6,6.3314464175583025e-6,2.430539196905626e-5,1.2290728524754008e-6,3.2118231134780575e-6,8.02177600689485e-6,2.010596549403261e-5,1.5627313366948769e-6,2.986978425523271e-6,1.0862735211416936e-5,1.623866922361177e-5
1929,1.0086138483357615e-6,2.367997941522911e-6,6.567406470321658e-6,2.4920114160674402e-5,1.2349908944619875e-6,3.256418312402037e-6,7.788805915587396e-6,2.055990124266647e-5,1.5224416654264261e-6,2.9927228449388183e-6,1.0616089588871777e-5,1.6331528712458803e-5
1930,9.943070984047787e-7,2.4036574720512695e-6,6.738768704133764e-6,2.515258629011385e-5,1.2440428915955157e-6,3.2965738805468665e-6,7.5507190781932696e-6,2.0879395241298706e-5,1.5115607253147464e-6,2.972821228005378e-6,1.064063634120298e-5,1.6606470632586826e-5
1931,1.0015016462212002e-6,2.4371894124838518e-6,6.970630262148427e-6,2.5416322981055633e-5,1.2366861824530936e-6,3.3221013028101796e-6,7.2757785828384045e-6,2.111867962707779e-5,1.4787629230066041e-6,2.9930405550147018e-6,1.0363176356161429e-5,1.667664741240457e-5
1932,1.0079360306477947e-6,2.4480544542523346e-6,7.098505026317816e-6,2.5544133933856726e-5,1.2425637388149166e-6,3.350973947245862e-6,7.108310800969633e-6,2.1346000157385293e-5,1.4829201946360932e-6,2.9590648396650308e-6,1.0520388418574293e-5,1.679955461917125e-5
1933,9.890307667791225e-7,2.4172034041985784e-6,7.028666157076253e-6,2.538547288964708e-5,1.229359616369492e-6,3.3350341651189196e-6,7.106665505385158e-6,2.12648967015837e-5,1.46186230381109e-6,2.986178517817809e-6,1.027589135160126e-5,1.6764662666121792e-5
1934,9.986539155472327e-7,2.422944970014083e-6,7.1347725697453346e-6,2.548772862132669e-5,1.2354690735941447e-6,3.3598760761972844e-6,6.9686622131814835e-6,2.146781414079898e-5,1.46566780185449e-6,2.9592787204255346e-6,1.0418943627235187e-5,1.6872285137182285e-5
1935,9.81574936416065e-7,2.3743149471853253e-6,6.977445285721703e-6,2.524175895745767e-5,1.2186481446964616e-6,3.3255943866873013e-6,7.041387784414331e-6,2.1238059925409997e-5,1.4883704395807904e-6,2.9059887159844882e-6,1.0733839277768565e-5,1.6789897018414932e-5
1936,9.854973325763578e-7,2.347098919226392e-6,6.897978881972681e-6,2.5136200169852405e-5,1.219289244169389e-6,3.3274760842315042e-6,7.071802159295154e-6,2.1314392906292563e-5,1.4786643799898694e-6,2.9108965789004134e-6,1.0633183743664194e-5,1.6765872408845295e-5
1937,9.56973442637853e-7,2.241271009739675e-6,6.578439905097521e-6,2.4616762991728703e-5,1.1905909882289875e-6,3.260451864891266e-6,7.189482824615568e-6,2.0860635419292924e-5,1.499004098391857e-6,2.851101859650279e-6,1.0932901942907129e-5,1.67965076711951e-5
1938,9.45853962830552e-7,2.1855275455889386e-6,6.414617232895132e-6,2.4259439045246813e-5,1.1846502790723817e-6,3.2327390909356255e-6,7.274382803697135e-6,2.0654751907391983e-5,1.494569510623437e-6,2.875307334461045e-6,1.0826004232405236e-5,1.6757950395277653e-5
1939,9.078138799761149e-7,2.146706104838193e-6,6.2945057575735405e-6,2.3962575885409413e-5,1.1799040079972745e-6,3.192910481211034e-6,7.436583688848776e-6,2.0297020080457055e-5,1.5160621020194779e-6,2.8224751840341272e-6,1.1071621347315978e-5,1.6717845551529804e-5
1940,9.002699365237933e-7,2.094646494018579e-6,6.359303790765642e-6,2.3992142901271135e-5,1.160535774115925e-6,3.186885239700192e-6,7.177355901452982e-6,2.0372181038156882e-5,1.485147662213831e-6,2.8561138569801293e-6,1.0830382634841171e-5,1.69727899769605e-5
1941,9.146165807697871e-7,2.136572936631095e-6,6.39766660892182e-6,2.4116988289727915e-5,1.1766060635098289e-6,3.2180211969601035e-6,7.195719418203128e-6,2.0548461265654182e-5,1.5076089777079065e-6,2.8345880223324413e-6,1.1015754183477461e-5,1.690393872573521e-5
1942,9.327291958793296e-7,2.239542416669973e-6,6.31423819467096e-6,2.4073576846852787e-5,1.1996698120808392e-6,3.2251589887019933e-6,7.64829370412079e-6,2.036560521427925e-5,1.5203471051608704e-6,2.9334941664194018e-6,1.0748377036193143e-5,1.6434730908959095e-5
1943,9.84231915752305e-7,2.436597397556696e-6,6.210058886100783e-6,2.414153550055304e-5,1.2613081306453965e-6,3.2105163258562277e-6,8.485766830040126e-6,2.0120704468417e-5,1.568127579293062e-6,3.239201610301261e-6,1.0713248345215412e-5,1.594505365353832e-5
1944,1.023967132993425e-6,2.5699560301670094e-6,6.033100041047747e-6,2.4047369879550388e-5,1.2900348892448734e-6,3.1242428639752655e-6,9.241848371959992e-6,1.9436569894721673e-5,1.6131582958065849e-6,3.6791454158401417e-6,1.0447058898561863e-5,1.5499094697904366e-5
1945,1.0684886931856304e-6,2.672275744078963e-6,5.977028635279664e-6,2.4147547075770384e-5,1.3154912530339896e-6,3.0685159033128712e-6,9.655000607092483e-6,1.9005731290197084e-5,1.6289505368637586e-6,4.026814063654805e-6,1.0029106396770312e-5,1.5144295794832554e-5
1946,1.0790783602880126e-6,2.688795534351704e-6,5.913618011476508e-6,2.3804961486269387e-5,1.3185716226858383e-6,3.040016761852506e-6,9.72913875578527e-6,1.855003413662679e-5,1.6623422938931697e-6,4.192637358611592e-6,9.895919815277396e-6,1.4986143337319822e-5
1947,1.0999919038563338e-6,2.7753000932503505e-6,5.870563309722168e-6,2.388497690500928e-5,1.3536567529478626e-6,3.0125499435321975e-6,1.0032113132053311e-5,1.8573410006378607e-5,1.6647817507663416e-6,4.322577282265961e-6,9.685723612559895e-6,1.4821762739106215e-5
1948,1.0876479872844674e-6,2.781733183099875e-6,5.809281972848986e-6,2.376034620138122e-5,1.3696995053603706e-6,3.022440365652706e-6,1.012535332953484e-5,1.8600281083673093e-5,1.6871025497540738e-6,4.360597841050156e-6,9.710576410481456e-6,1.4843062979482008e-5
1949,1.0809770871920513e-6,2.722418312530339e-6,5.870304228145544e-6,2.383646050320342e-5,1.3325509172196959e-6,3.0315896442798123e-6,9.824458013098433e-6,1.8458899129029658e-5,1.6628361384401844e-6,4.291182113387736e-6,9.734661031953756e-6,1.4863314059211093e-5
1950,1.0689969990727234e-6,2.653828295120128e-6,6.005918804217693e-6,2.422318346176473e-5,1.3222572260263526e-6,3.0960923597408995e-6,9.584379745792771e-6,1.9056936647963046e-5,1.6509765653598528e-6,3.976121638279833e-6,1.020666706225738e-5,1.5256043181231615e-5
1951,1.0207653678708467e-6,2.4191075763464274e-6,6.20121229767436e-6,2.4111206559276895e-5,1.258840877376531e-6,3.18368079317625e-6,8.566736395138978e-6,1.9663511199863342e-5,1.5794701228406333e-6,3.395312971734678e-6,1.0583650570874392e-5,1.582156157167454e-5
1952,1.018516660598106e-6,2.3518413776026857e-6,6.390143338780456e-6,2.4438880850278025e-5,1.254067747727246e-6,3.2525914570755806e-6,8.06976278572758e-6,2.045492491600388e-5,1.5516369972448564e-6,3.0199982990031266e-6,1.0786144962143861e-5,1.6205941162233703e-5
1953,1.0011415669538767e-6,2.336565023398451e-6,6.479191408324692e-6,2.4660072771762057e-5,1.2375128719910358e-6,3.2616318446065274e-6,7.828408288494509e-6,2.0641997310942707e-5,1.5482590551974445e-6,2.935547532578106e-6,1.0931231284812578e-5,1.636722055535363e-5
1954,1.0117065879902593e-6,2.3874387615910487e-6,6.682777768923682e-6,2.510291033187348e-5,1.2430483207593533e-6,3.294932756447213e-6,7.6346900059655e-6,2.0956854329725915e-5,1.5272435327950022e-6,2.9599706407276037e-6,1.0773059539691326e-5,1.6451245412477933e-5
1955,9.977729630623705e-7,2.398756402774195e-6,6.789048080997853e-6,2.5164062617470625e-5,1.232707395774134e-6,3.3032758811375563e-6,7.443280117093483e-6,2.1042802974608476e-5,1.5359884678627621e-6,2.895686766888074e-6,1.101344636303074e-5,1.6581241225095538e-5
1956,1.0086857679318297e-6,2.4414246677063038e-6,6.9333157381163996e-6,2.5460696540563024e-5,1.2350976904751344e-6,3.3107823308045354e-6,7.385333889443674e-6,2.1077657056399478e-5,1.519030866967657e-6,2.9178443185620223e-6,1.0858339205590687e-5,1.658628643091838e-5
1957,9.96424176803629e-7,2.458146954611852e-6,6.902098761267238e-6,2.544473050948072e-5,1.2440970925354495e-6,3.3176034525056868e-6,7.4348452830921745e-6,2.1102215869136933e-5,1.5342302897107684e-6,2.874798303370287e-6,1.107202644256605e-5,1.6573456186137336e-5
1958,1.0051649180093105e-6,2.465463244539664e-6,6.93126640160764e-6,2.550977015789481e-5,1.231415680345839e-6,3.3026372169978953e-6,7.399340928253916e-6,2.0986499102456513e-5,1.5175293221238533e-6,2.9089181863044087e-6,1.0876354557013917e-5,1.6560665321854237e-5
1959,1.0164740748126357e-6,2.4858366305368525e-6,6.9304716739664096e-6,2.5567109658331536e-5,1.2413389918727717e-6,3.3116782518649515e-6,7.469306344358225e-6,2.107598695107108e-5,1.533923741810805e-6,2.8741325779712317e-6,1.1063744008069563e-5,1.6536337843141462e-5
1960,9.943467264768703e-7,2.397383862841352e-6,6.646887432877003e-6,2.5089505133432603e-5,1.22066017711356e-6,3.2593878389304418e-6,7.64983821502104e-6,2.0657744767677796e-5,1.5206216509142644e-6,2.928621664625834e-6,1.0835310406327944e-5,1.6436343134104304e-5
1961,9.93769704553965e-7,2.3497210498309636e-6,6.544962653154519e-6,2.4893655030288613e-5,1.2231418559304234e-6,3.260248417805049e-6,7.731535354768503e-6,2.07231354168339e-5,1.5345104832887875e-6,2.9093947114061655e-6,1.0955366753790914e-5,1.642030261898417e-5
1962,9.653021960340704e-7,2.274790646731978e-6,6.320340977844414e-6,2.423202470850752e-5,1.2084890736309402e-6,3.222165844651673e-6,7.824758840289716e-6,2.034928013799587e-5,1.5504587150241094e-6,2.8919502500691515e-6,1.1068189223522549e-5,1.6378153054782798e-5
1963,9.550358765566411e-7,2.3005830797638117e-6,6.27789074674799e-6,2.4216305560487465e-5,1.2182783180472574e-6,3.219742206806004e-6,7.972020854231635e-6,2.027252619058666e-5,1.5436781277971898e-6,2.955531691209347e-6,1.0854811695331308e-5,1.6263161715102792e-5
1964,9.288812951472577e-7,2.214404492056166e-6,6.267345090090956e-6,2.4045003647455738e-5,1.1901758579992065e-6,3.1934276821899124e-6,7.6676335715046e-6,2.0124909637131907e-5,1.543386188001324e-6,2.8986974352650286e-6,1.0969004503323222e-5,1.6471249674560254e-5
1965,9.429295693511061e-7,2.246167080175174e-6,6.2676109392525496e-6,2.4214134485215657e-5,1.2011043030987256e-6,3.1919187811609195e-6,7.80754236253693e-6,2.0092367791431378e-5,1.5419614399827e-6,2.9568097522034264e-6,1.0815667377650424e-5,1.6361514066691797e-5
1966,9.585271151916978e-7,2.3229965821687587e-6,6.181951179097427e-6,2.4085463983080578e-5,1.2285910923576057e-6,3.1939087734973917e-6,8.205193531285561e-6,1.991253865077458e-5,1.574581969535651e-6,3.074871459793413e-6,1.0864761065182548e-5,1.611155275868252e-5
1967,1.0037391781401774e-6,2.4412975201287665e-6,6.123179882228636e-6,2.4150514647971192e-5,1.2521291157190792e-6,3.1565683797499364e-6,8.69651435442279e-6,1.9469295325348397e-5,1.5895690398846751e-6,3.512895973237154e-6,1.0480795577659519e-5,1.5698410845374917e-5
1968,1.0555502598933085e-6,2.588606924352105e-6,6.057059098927885e-6,2.4354263364572878e-5,1.296684636513563e-6,3.118680572034125e-6,9.329952081401542e-6,1.9157187103488247e-5,1.6359917855204103e-6,3.888681096544108e-6,1.0233718695672353e-5,1.5317847248111085e-5
1969,1.0795320878382994e-6,2.6852849306993923e-6,5.921896694795909e-6,2.3848848535217265e-5,1.331164944806488e-6,3.0575087466551195e-6,9.738402644144537e-6,1.862814811668836e-5,1.6446101290552489e-6,4.200298359076496e-6,9.747062610874935e-6,1.4893801115496562e-5
1970,1.1137767153232523e-6,2.8193394046417355e-6,5.845052522561303e-6,2.3898156879668416e-5,1.3827365028568348e-6,3.013420060671585e-6,1.0194331241984275e-5,1.8585741033879074e-5,1.6510055457990789e-6,4.357255251468806e-6,9.475332619614138e-6,1.461706158094404e-5
1971,1.1154766436321217e-6,2.8417180827488817e-6,5.7938146804985765e-6,2.3668466515682646e-5,1.3881930583318295e-6,2.998899816459164e-6,1.0199132572353184e-5,1.8324781184577565e-5,1.653501319433951e-6,4.435830417796659e-6,9.304668967898906e-6,1.4372218133275535e-5
1972,1.1283451181567249e-6,2.896461200579415e-6,5.781313912505037e-6,2.3751917632056014e-5,1.3924002610682935e-6,2.979898523670574e-6,1.024745484453561e-5,1.8227620890806132e-5,1.627755901290281e-6,4.427681978595961e-6,9.083416704882264e-6,1.4044498575650774e-5
